# f (Hz)	sigma(f)	PI(f)
3.812500e+01	1.287476e-06	2.046094e-08
3.815625e+01	1.279970e-06	2.046653e-08
3.818750e+01	1.282805e-06	2.047212e-08
3.821875e+01	1.327707e-06	2.047770e-08
3.825000e+01	1.408818e-06	2.048328e-08
3.828125e+01	4.587947e-07	2.048886e-08
3.831250e+01	4.547018e-07	2.049443e-08
3.834375e+01	4.529963e-07	2.050000e-08
3.837500e+01	4.550720e-07	2.050557e-08
3.840625e+01	4.566854e-07	2.051113e-08
3.843750e+01	4.921649e-07	2.051670e-08
3.846875e+01	5.090191e-07	2.052225e-08
3.850000e+01	5.358411e-07	2.052781e-08
3.853125e+01	5.130895e-07	2.053336e-08
3.856250e+01	4.823806e-07	2.053891e-08
3.859375e+01	4.765744e-07	2.054446e-08
3.862500e+01	4.784124e-07	2.055000e-08
3.865625e+01	4.871626e-07	2.055554e-08
3.868750e+01	4.915591e-07	2.056108e-08
3.871875e+01	4.854943e-07	2.056661e-08
3.875000e+01	4.812679e-07	2.057215e-08
3.878125e+01	4.801486e-07	2.058276e-08
3.881250e+01	4.812493e-07	2.059381e-08
3.884375e+01	4.823367e-07	2.060487e-08
3.887500e+01	4.876786e-07	2.061592e-08
3.890625e+01	5.071571e-07	2.062696e-08
3.893750e+01	5.178728e-07	2.063801e-08
3.896875e+01	5.096697e-07	2.064905e-08
3.900000e+01	1.448439e-06	2.066008e-08
3.903125e+01	4.933309e-07	2.067112e-08
3.906250e+01	4.957364e-07	2.068215e-08
3.909375e+01	5.051818e-07	2.069318e-08
3.912500e+01	5.102334e-07	2.070421e-08
3.915625e+01	5.062030e-07	2.071523e-08
3.918750e+01	5.000068e-07	2.072625e-08
3.921875e+01	5.029596e-07	2.073727e-08
3.925000e+01	5.138943e-07	2.074828e-08
3.928125e+01	5.031594e-07	2.075929e-08
3.931250e+01	5.005370e-07	2.077030e-08
3.934375e+01	5.033290e-07	2.078131e-08
3.937500e+01	5.063696e-07	2.079231e-08
3.940625e+01	5.112429e-07	2.080331e-08
3.943750e+01	5.203888e-07	2.081431e-08
3.946875e+01	5.487620e-07	2.082530e-08
3.950000e+01	6.052015e-07	2.083629e-08
3.953125e+01	5.417561e-07	2.084728e-08
3.956250e+01	5.118759e-07	2.085827e-08
3.959375e+01	5.105814e-07	2.086925e-08
3.962500e+01	5.099879e-07	2.088023e-08
3.965625e+01	5.106862e-07	2.089120e-08
3.968750e+01	5.134449e-07	2.090218e-08
3.971875e+01	5.161814e-07	2.091315e-08
3.975000e+01	5.292320e-07	2.092412e-08
3.978125e+01	5.274111e-07	2.093508e-08
3.981250e+01	5.184045e-07	2.094604e-08
3.984375e+01	5.195573e-07	2.095700e-08
3.987500e+01	5.198973e-07	2.096796e-08
3.990625e+01	5.232200e-07	2.097891e-08
3.993750e+01	5.297137e-07	2.098986e-08
3.996875e+01	5.434123e-07	2.100081e-08
4.000000e+01	1.471000e-06	2.101176e-08
4.003125e+01	5.419396e-07	2.102270e-08
4.006250e+01	5.458395e-07	2.103364e-08
4.009375e+01	5.513604e-07	2.104457e-08
4.012500e+01	5.405259e-07	2.105551e-08
4.015625e+01	5.399202e-07	2.106644e-08
4.018750e+01	5.426869e-07	2.107737e-08
4.021875e+01	5.496985e-07	2.108829e-08
4.025000e+01	5.632680e-07	2.109921e-08
4.028125e+01	5.531623e-07	2.111013e-08
4.031250e+01	5.561568e-07	2.112105e-08
4.034375e+01	5.658062e-07	2.113196e-08
4.037500e+01	5.677460e-07	2.114288e-08
4.040625e+01	5.591316e-07	2.115378e-08
4.043750e+01	5.564381e-07	2.116469e-08
4.046875e+01	5.697391e-07	2.117559e-08
4.050000e+01	6.270354e-07	2.118649e-08
4.053125e+01	5.604137e-07	2.119739e-08
4.056250e+01	5.466781e-07	2.121284e-08
4.059375e+01	5.498252e-07	2.122918e-08
4.062500e+01	5.527782e-07	2.124552e-08
4.065625e+01	5.573995e-07	2.126187e-08
4.068750e+01	5.668061e-07	2.127821e-08
4.071875e+01	5.728240e-07	2.129455e-08
4.075000e+01	5.794625e-07	2.131089e-08
4.078125e+01	5.893578e-07	2.132724e-08
4.081250e+01	6.070467e-07	2.134358e-08
4.084375e+01	8.428922e-07	2.135992e-08
4.087500e+01	1.588424e-06	2.137627e-08
4.090625e+01	1.958206e-06	2.139261e-08
4.093750e+01	1.991365e-06	2.140895e-08
4.096875e+01	1.199080e-06	2.142529e-08
4.100000e+01	1.749036e-05	2.144164e-08
4.103125e+01	6.256162e-07	2.145798e-08
4.106250e+01	6.078392e-07	2.147432e-08
4.109375e+01	5.872919e-07	2.149066e-08
4.112500e+01	5.826476e-07	2.150701e-08
4.115625e+01	5.797587e-07	2.152335e-08
4.118750e+01	5.786758e-07	2.153969e-08
4.121875e+01	5.873809e-07	2.155604e-08
4.125000e+01	6.091880e-07	2.157238e-08
4.128125e+01	6.137071e-07	2.158872e-08
4.131250e+01	6.174542e-07	2.160506e-08
4.134375e+01	6.164372e-07	2.162141e-08
4.137500e+01	6.083106e-07	2.163775e-08
4.140625e+01	6.025500e-07	2.165409e-08
4.143750e+01	6.078743e-07	2.167043e-08
4.146875e+01	6.279447e-07	2.168678e-08
4.150000e+01	6.706288e-07	2.170312e-08
4.153125e+01	5.916119e-07	2.171946e-08
4.156250e+01	5.795502e-07	2.173581e-08
4.159375e+01	5.784060e-07	2.175215e-08
4.162500e+01	5.787396e-07	2.176849e-08
4.165625e+01	5.887801e-07	2.178483e-08
4.168750e+01	5.822767e-07	2.180118e-08
4.171875e+01	5.771258e-07	2.181752e-08
4.175000e+01	5.751009e-07	2.183386e-08
4.178125e+01	5.710955e-07	2.185020e-08
4.181250e+01	5.700925e-07	2.186655e-08
4.184375e+01	5.736824e-07	2.188289e-08
4.187500e+01	6.023892e-07	2.189923e-08
4.190625e+01	5.906480e-07	2.191558e-08
4.193750e+01	5.725297e-07	2.193192e-08
4.196875e+01	5.714791e-07	2.194826e-08
4.200000e+01	1.514104e-06	2.196460e-08
4.203125e+01	5.685960e-07	2.198095e-08
4.206250e+01	5.675459e-07	2.199729e-08
4.209375e+01	5.675301e-07	2.201363e-08
4.212500e+01	5.665166e-07	2.202997e-08
4.215625e+01	5.709026e-07	2.204632e-08
4.218750e+01	5.765726e-07	2.206266e-08
4.221875e+01	5.770211e-07	2.207900e-08
4.225000e+01	5.897283e-07	2.209534e-08
4.228125e+01	5.784440e-07	2.211169e-08
4.231250e+01	5.745736e-07	2.212803e-08
4.234375e+01	5.783448e-07	2.214437e-08
4.237500e+01	5.777584e-07	2.216072e-08
4.240625e+01	5.852244e-07	2.217706e-08
4.243750e+01	6.032261e-07	2.219340e-08
4.246875e+01	6.237523e-07	2.220974e-08
4.250000e+01	6.513411e-07	2.222609e-08
4.253125e+01	5.868758e-07	2.224243e-08
4.256250e+01	5.864974e-07	2.225877e-08
4.259375e+01	5.925389e-07	2.227511e-08
4.262500e+01	5.916100e-07	2.229146e-08
4.265625e+01	5.942302e-07	2.230780e-08
4.268750e+01	5.983736e-07	2.232414e-08
4.271875e+01	6.011485e-07	2.234049e-08
4.275000e+01	6.059995e-07	2.235683e-08
4.278125e+01	6.156195e-07	2.237317e-08
4.281250e+01	6.715664e-07	2.238951e-08
4.284375e+01	9.224510e-07	2.240586e-08
4.287500e+01	8.897816e-07	2.242220e-08
4.290625e+01	6.858719e-07	2.243854e-08
4.293750e+01	6.825370e-07	2.245488e-08
4.296875e+01	6.593526e-07	2.247154e-08
4.300000e+01	1.657746e-06	2.249333e-08
4.303125e+01	6.344073e-07	2.251513e-08
4.306250e+01	6.292333e-07	2.253693e-08
4.309375e+01	6.279497e-07	2.255874e-08
4.312500e+01	6.317770e-07	2.258056e-08
4.315625e+01	6.364128e-07	2.260238e-08
4.318750e+01	6.406316e-07	2.262420e-08
4.321875e+01	6.507729e-07	2.264603e-08
4.325000e+01	6.708034e-07	2.266787e-08
4.328125e+01	6.671554e-07	2.268971e-08
4.331250e+01	6.753170e-07	2.271155e-08
4.334375e+01	7.142192e-07	2.273340e-08
4.337500e+01	7.882874e-07	2.275526e-08
4.340625e+01	8.095512e-07	2.277712e-08
4.343750e+01	7.680650e-07	2.279899e-08
4.346875e+01	7.419312e-07	2.282086e-08
4.350000e+01	7.855827e-07	2.284274e-08
4.353125e+01	7.224823e-07	2.286462e-08
4.356250e+01	7.262615e-07	2.288651e-08
4.359375e+01	7.376307e-07	2.290840e-08
4.362500e+01	7.556917e-07	2.293030e-08
4.365625e+01	7.796930e-07	2.295220e-08
4.368750e+01	8.041648e-07	2.297411e-08
4.371875e+01	8.136192e-07	2.299603e-08
4.375000e+01	8.236663e-07	2.301795e-08
4.378125e+01	8.350592e-07	2.303987e-08
4.381250e+01	8.473401e-07	2.306180e-08
4.384375e+01	8.568639e-07	2.308374e-08
4.387500e+01	8.629789e-07	2.310568e-08
4.390625e+01	8.680596e-07	2.312762e-08
4.393750e+01	8.700096e-07	2.314957e-08
4.396875e+01	8.750145e-07	2.317153e-08
4.400000e+01	1.807392e-06	2.319349e-08
4.403125e+01	8.587053e-07	2.321545e-08
4.406250e+01	8.400413e-07	2.323743e-08
4.409375e+01	8.287044e-07	2.325940e-08
4.412500e+01	8.219424e-07	2.328138e-08
4.415625e+01	8.120338e-07	2.330337e-08
4.418750e+01	8.015529e-07	2.332536e-08
4.421875e+01	7.990237e-07	2.334736e-08
4.425000e+01	8.037344e-07	2.336936e-08
4.428125e+01	7.828749e-07	2.339137e-08
4.431250e+01	7.681354e-07	2.341338e-08
4.434375e+01	7.627856e-07	2.343540e-08
4.437500e+01	7.624087e-07	2.345742e-08
4.440625e+01	7.673567e-07	2.347945e-08
4.443750e+01	7.894821e-07	2.350149e-08
4.446875e+01	7.649322e-07	2.352353e-08
4.450000e+01	8.128396e-07	2.354557e-08
4.453125e+01	2.890525e-06	2.356762e-08
4.456250e+01	7.664278e-07	2.358967e-08
4.459375e+01	7.063370e-07	2.361173e-08
4.462500e+01	6.990619e-07	2.363380e-08
4.465625e+01	6.988466e-07	2.365587e-08
4.468750e+01	7.092510e-07	2.367794e-08
4.471875e+01	7.158732e-07	2.370002e-08
4.475000e+01	7.259340e-07	2.372211e-08
4.478125e+01	7.365141e-07	2.374420e-08
4.481250e+01	7.355287e-07	2.376629e-08
4.484375e+01	7.156357e-07	2.378839e-08
4.487500e+01	6.978912e-07	2.381050e-08
4.490625e+01	6.902164e-07	2.383261e-08
4.493750e+01	6.880819e-07	2.385472e-08
4.496875e+01	6.876783e-07	2.387684e-08
4.500000e+01	2.245279e-06	2.389897e-08
4.503125e+01	6.793582e-07	2.392110e-08
4.506250e+01	6.740770e-07	2.394324e-08
4.509375e+01	6.736083e-07	2.396538e-08
4.512500e+01	6.712284e-07	2.398753e-08
4.515625e+01	6.673896e-07	2.400968e-08
4.518750e+01	6.657587e-07	2.403183e-08
4.521875e+01	6.784782e-07	2.405400e-08
4.525000e+01	6.962649e-07	2.407616e-08
4.528125e+01	6.723225e-07	2.409834e-08
4.531250e+01	6.679618e-07	2.412051e-08
4.534375e+01	6.870454e-07	2.414270e-08
4.537500e+01	6.934887e-07	2.416488e-08
4.540625e+01	6.983917e-07	2.418708e-08
4.543750e+01	7.023912e-07	2.420927e-08
4.546875e+01	6.908000e-07	2.423148e-08
4.550000e+01	7.405126e-07	2.425368e-08
4.553125e+01	6.830210e-07	2.427590e-08
4.556250e+01	7.066424e-07	2.429811e-08
4.559375e+01	7.106014e-07	2.432034e-08
4.562500e+01	6.785593e-07	2.434257e-08
4.565625e+01	6.764698e-07	2.436480e-08
4.568750e+01	6.731204e-07	2.438704e-08
4.571875e+01	6.737073e-07	2.440928e-08
4.575000e+01	6.783009e-07	2.443153e-08
4.578125e+01	6.816027e-07	2.445378e-08
4.581250e+01	6.847021e-07	2.447604e-08
4.584375e+01	6.867125e-07	2.449830e-08
4.587500e+01	6.905356e-07	2.452057e-08
4.590625e+01	6.967503e-07	2.454285e-08
4.593750e+01	7.036644e-07	2.456513e-08
4.596875e+01	7.175331e-07	2.458741e-08
4.600000e+01	1.834294e-06	2.460970e-08
4.603125e+01	8.676584e-07	2.463199e-08
4.606250e+01	2.451064e-06	2.465429e-08
4.609375e+01	3.735601e-06	2.467659e-08
4.612500e+01	1.935168e-06	2.469890e-08
4.615625e+01	8.108946e-07	2.472122e-08
4.618750e+01	7.410117e-07	2.474354e-08
4.621875e+01	7.262104e-07	2.476586e-08
4.625000e+01	7.318065e-07	2.478819e-08
4.628125e+01	7.166532e-07	2.481052e-08
4.631250e+01	7.061849e-07	2.483286e-08
4.634375e+01	7.064781e-07	2.485521e-08
4.637500e+01	7.237168e-07	2.487756e-08
4.640625e+01	7.396282e-07	2.489991e-08
4.643750e+01	7.295141e-07	2.492748e-08
4.646875e+01	7.121093e-07	2.495545e-08
4.650000e+01	7.778699e-07	2.498343e-08
4.653125e+01	7.124042e-07	2.501141e-08
4.656250e+01	7.045302e-07	2.503942e-08
4.659375e+01	7.074651e-07	2.506743e-08
4.662500e+01	7.128935e-07	2.509546e-08
4.665625e+01	7.169687e-07	2.512350e-08
4.668750e+01	7.340665e-07	2.515155e-08
4.671875e+01	7.588334e-07	2.517962e-08
4.675000e+01	7.597536e-07	2.520769e-08
4.678125e+01	7.437139e-07	2.523578e-08
4.681250e+01	7.312069e-07	2.526388e-08
4.684375e+01	7.269630e-07	2.529200e-08
4.687500e+01	7.248892e-07	2.532013e-08
4.690625e+01	7.281503e-07	2.534827e-08
4.693750e+01	7.621149e-07	2.537642e-08
4.696875e+01	7.585903e-07	2.540458e-08
4.700000e+01	1.830247e-06	2.543276e-08
4.703125e+01	7.408697e-07	2.546095e-08
4.706250e+01	7.505243e-07	2.548915e-08
4.709375e+01	7.544004e-07	2.551737e-08
4.712500e+01	7.518000e-07	2.554559e-08
4.715625e+01	7.523663e-07	2.557383e-08
4.718750e+01	7.560087e-07	2.560209e-08
4.721875e+01	7.641695e-07	2.563035e-08
4.725000e+01	7.784755e-07	2.565863e-08
4.728125e+01	7.748328e-07	2.568692e-08
4.731250e+01	7.786791e-07	2.571522e-08
4.734375e+01	7.897423e-07	2.574353e-08
4.737500e+01	8.064255e-07	2.577186e-08
4.740625e+01	8.175200e-07	2.580020e-08
4.743750e+01	8.093970e-07	2.582855e-08
4.746875e+01	8.085817e-07	2.585692e-08
4.750000e+01	8.934281e-07	2.588529e-08
4.753125e+01	8.108435e-07	2.591368e-08
4.756250e+01	8.034142e-07	2.594208e-08
4.759375e+01	8.087757e-07	2.597050e-08
4.762500e+01	8.136254e-07	2.599892e-08
4.765625e+01	8.660744e-07	2.602736e-08
4.768750e+01	1.046533e-06	2.605581e-08
4.771875e+01	8.530835e-07	2.608428e-08
4.775000e+01	8.374554e-07	2.611275e-08
4.778125e+01	8.408403e-07	2.614124e-08
4.781250e+01	8.476695e-07	2.616974e-08
4.784375e+01	8.535073e-07	2.619826e-08
4.787500e+01	8.564682e-07	2.622678e-08
4.790625e+01	8.628963e-07	2.625532e-08
4.793750e+01	8.691037e-07	2.628387e-08
4.796875e+01	8.893303e-07	2.631244e-08
4.800000e+01	inf	2.634101e-08
4.803125e+01	8.976689e-07	2.636960e-08
4.806250e+01	8.850418e-07	2.639820e-08
4.809375e+01	8.915791e-07	2.642681e-08
4.812500e+01	8.996372e-07	2.645544e-08
4.815625e+01	9.061238e-07	2.648408e-08
4.818750e+01	9.097328e-07	2.651273e-08
4.821875e+01	9.174263e-07	2.654139e-08
4.825000e+01	9.311325e-07	2.657006e-08
4.828125e+01	9.781959e-07	2.659875e-08
4.831250e+01	9.902391e-07	2.662745e-08
4.834375e+01	9.507049e-07	2.665616e-08
4.837500e+01	9.562251e-07	2.668489e-08
4.840625e+01	9.668325e-07	2.671362e-08
4.843750e+01	9.471839e-07	2.674237e-08
4.846875e+01	9.533258e-07	2.677113e-08
4.850000e+01	1.065685e-06	2.679991e-08
4.853125e+01	9.653571e-07	2.682869e-08
4.856250e+01	9.539135e-07	2.685749e-08
4.859375e+01	9.598203e-07	2.688630e-08
4.862500e+01	9.678366e-07	2.691513e-08
4.865625e+01	9.903597e-07	2.694396e-08
4.868750e+01	1.000766e-06	2.697281e-08
4.871875e+01	9.916311e-07	2.700167e-08
4.875000e+01	9.777054e-07	2.703054e-08
4.878125e+01	9.711090e-07	2.705943e-08
4.881250e+01	9.699116e-07	2.708832e-08
4.884375e+01	9.705779e-07	2.711723e-08
4.887500e+01	9.694100e-07	2.714616e-08
4.890625e+01	9.669046e-07	2.717509e-08
4.893750e+01	9.660936e-07	2.720404e-08
4.896875e+01	9.699317e-07	2.723300e-08
4.900000e+01	2.328005e-06	2.726197e-08
4.903125e+01	9.723779e-07	2.729095e-08
4.906250e+01	9.723927e-07	2.731995e-08
4.909375e+01	9.780658e-07	2.734896e-08
4.912500e+01	9.847360e-07	2.737798e-08
4.915625e+01	9.809827e-07	2.740701e-08
4.918750e+01	9.768388e-07	2.743605e-08
4.921875e+01	9.791959e-07	2.746511e-08
4.925000e+01	9.858522e-07	2.749418e-08
4.928125e+01	9.915584e-07	2.752326e-08
4.931250e+01	1.005274e-06	2.755236e-08
4.934375e+01	1.011964e-06	2.758146e-08
4.937500e+01	1.014546e-06	2.761058e-08
4.940625e+01	1.011059e-06	2.763971e-08
4.943750e+01	9.935216e-07	2.766886e-08
4.946875e+01	1.006486e-06	2.769801e-08
4.950000e+01	1.122540e-06	2.772718e-08
4.953125e+01	1.025908e-06	2.775636e-08
4.956250e+01	1.015154e-06	2.778555e-08
4.959375e+01	1.007826e-06	2.781476e-08
4.962500e+01	1.004874e-06	2.784398e-08
4.965625e+01	1.007778e-06	2.787321e-08
4.968750e+01	1.010083e-06	2.790245e-08
4.971875e+01	1.014158e-06	2.793170e-08
4.975000e+01	1.023893e-06	2.796097e-08
4.978125e+01	1.032698e-06	2.799025e-08
4.981250e+01	1.042269e-06	2.801954e-08
4.984375e+01	1.059407e-06	2.804884e-08
4.987500e+01	1.054934e-06	2.807816e-08
4.990625e+01	1.036335e-06	2.810748e-08
4.993750e+01	1.038247e-06	2.813682e-08
4.996875e+01	1.051290e-06	2.816617e-08
5.000000e+01	2.486428e-06	2.819554e-08
5.003125e+01	1.051286e-06	2.822492e-08
5.006250e+01	1.051658e-06	2.825430e-08
5.009375e+01	1.057812e-06	2.828371e-08
5.012500e+01	1.088494e-06	2.831312e-08
5.015625e+01	1.100377e-06	2.834254e-08
5.018750e+01	1.085596e-06	2.837198e-08
5.021875e+01	1.077042e-06	2.840143e-08
5.025000e+01	1.078711e-06	2.843089e-08
5.028125e+01	1.075802e-06	2.846037e-08
5.031250e+01	1.091967e-06	2.848985e-08
5.034375e+01	1.106667e-06	2.851935e-08
5.037500e+01	1.115158e-06	2.854886e-08
5.040625e+01	1.103031e-06	2.857839e-08
5.043750e+01	1.106647e-06	2.860792e-08
5.046875e+01	1.125780e-06	2.863747e-08
5.050000e+01	1.237905e-06	2.866703e-08
5.053125e+01	1.112001e-06	2.869660e-08
5.056250e+01	1.108115e-06	2.872619e-08
5.059375e+01	1.136954e-06	2.875578e-08
5.062500e+01	1.156930e-06	2.878539e-08
5.065625e+01	1.141084e-06	2.881501e-08
5.068750e+01	1.115168e-06	2.884464e-08
5.071875e+01	1.106421e-06	2.887429e-08
5.075000e+01	1.107442e-06	2.890395e-08
5.078125e+01	1.107564e-06	2.893362e-08
5.081250e+01	1.107517e-06	2.896330e-08
5.084375e+01	1.108977e-06	2.899299e-08
5.087500e+01	1.115749e-06	2.902270e-08
5.090625e+01	1.120291e-06	2.905241e-08
5.093750e+01	1.122039e-06	2.908215e-08
5.096875e+01	1.127290e-06	2.911189e-08
5.100000e+01	2.799047e-06	2.914164e-08
5.103125e+01	1.132175e-06	2.917141e-08
5.106250e+01	1.131353e-06	2.920119e-08
5.109375e+01	1.137510e-06	2.923098e-08
5.112500e+01	1.144687e-06	2.926078e-08
5.115625e+01	1.153764e-06	2.929060e-08
5.118750e+01	1.185680e-06	2.932042e-08
5.121875e+01	1.182998e-06	2.935026e-08
5.125000e+01	1.165524e-06	2.938012e-08
5.128125e+01	1.169342e-06	2.940998e-08
5.131250e+01	1.183714e-06	2.943986e-08
5.134375e+01	1.194467e-06	2.946974e-08
5.137500e+01	1.196850e-06	2.950413e-08
5.140625e+01	1.174137e-06	2.954004e-08
5.143750e+01	1.169817e-06	2.957596e-08
5.146875e+01	1.189799e-06	2.961191e-08
5.150000e+01	1.311524e-06	2.964788e-08
5.153125e+01	1.202944e-06	2.968387e-08
5.156250e+01	1.197433e-06	2.971989e-08
5.159375e+01	1.192381e-06	2.975592e-08
5.162500e+01	1.195201e-06	2.979198e-08
5.165625e+01	1.201631e-06	2.982806e-08
5.168750e+01	1.207179e-06	2.986416e-08
5.171875e+01	1.201801e-06	2.990028e-08
5.175000e+01	1.207331e-06	2.993642e-08
5.178125e+01	1.212842e-06	2.997259e-08
5.181250e+01	1.217557e-06	3.000878e-08
5.184375e+01	1.221144e-06	3.004499e-08
5.187500e+01	1.221136e-06	3.008122e-08
5.190625e+01	1.219134e-06	3.011747e-08
5.193750e+01	1.220402e-06	3.015375e-08
5.196875e+01	1.234414e-06	3.019004e-08
5.200000e+01	3.121930e-06	3.022636e-08
5.203125e+01	1.242794e-06	3.026270e-08
5.206250e+01	1.238031e-06	3.029907e-08
5.209375e+01	1.243342e-06	3.033545e-08
5.212500e+01	1.249132e-06	3.037186e-08
5.215625e+01	1.254897e-06	3.040828e-08
5.218750e+01	1.260960e-06	3.044473e-08
5.221875e+01	1.271991e-06	3.048121e-08
5.225000e+01	1.282814e-06	3.051770e-08
5.228125e+01	1.295727e-06	3.055422e-08
5.231250e+01	1.329875e-06	3.059075e-08
5.234375e+01	1.369767e-06	3.062731e-08
5.237500e+01	1.343086e-06	3.066389e-08
5.240625e+01	1.313507e-06	3.070049e-08
5.243750e+01	1.321198e-06	3.073712e-08
5.246875e+01	1.343415e-06	3.077377e-08
5.250000e+01	1.481284e-06	3.081043e-08
5.253125e+01	1.375745e-06	3.084712e-08
5.256250e+01	1.399121e-06	3.088384e-08
5.259375e+01	1.410733e-06	3.092057e-08
5.262500e+01	1.397720e-06	3.095732e-08
5.265625e+01	1.388466e-06	3.099410e-08
5.268750e+01	1.393377e-06	3.103090e-08
5.271875e+01	1.405313e-06	3.106772e-08
5.275000e+01	1.411418e-06	3.110457e-08
5.278125e+01	1.422447e-06	3.114143e-08
5.281250e+01	inf	3.117832e-08
5.284375e+01	1.433883e-06	3.121522e-08
5.287500e+01	1.438757e-06	3.125215e-08
5.290625e+01	1.447746e-06	3.128911e-08
5.293750e+01	1.456830e-06	3.132608e-08
5.296875e+01	1.469009e-06	3.136308e-08
5.300000e+01	3.576157e-06	3.140009e-08
5.303125e+01	1.484844e-06	3.143713e-08
5.306250e+01	1.490221e-06	3.147419e-08
5.309375e+01	1.500033e-06	3.151128e-08
5.312500e+01	1.510865e-06	3.154838e-08
5.315625e+01	1.515808e-06	3.158551e-08
5.318750e+01	1.524885e-06	3.162266e-08
5.321875e+01	1.538038e-06	3.165983e-08
5.325000e+01	1.557018e-06	3.169702e-08
5.328125e+01	1.578101e-06	3.173423e-08
5.331250e+01	1.602781e-06	3.177147e-08
5.334375e+01	1.611364e-06	3.180873e-08
5.337500e+01	1.625187e-06	3.184601e-08
5.340625e+01	1.665978e-06	3.188331e-08
5.343750e+01	1.639107e-06	3.192063e-08
5.346875e+01	1.632129e-06	3.195798e-08
5.350000e+01	1.818978e-06	3.199534e-08
5.353125e+01	1.654319e-06	3.203273e-08
5.356250e+01	1.658365e-06	3.207014e-08
5.359375e+01	1.667384e-06	3.210757e-08
5.362500e+01	1.673990e-06	3.214503e-08
5.365625e+01	1.711072e-06	3.218250e-08
5.368750e+01	1.767257e-06	3.222000e-08
5.371875e+01	1.753845e-06	3.225752e-08
5.375000e+01	1.775513e-06	3.229506e-08
5.378125e+01	1.808534e-06	3.233263e-08
5.381250e+01	1.770282e-06	3.237021e-08
5.384375e+01	1.750775e-06	3.240782e-08
5.387500e+01	1.760534e-06	3.244545e-08
5.390625e+01	1.776037e-06	3.248310e-08
5.393750e+01	1.789620e-06	3.252077e-08
5.396875e+01	1.796877e-06	3.255847e-08
5.400000e+01	4.245632e-06	3.259618e-08
5.403125e+01	1.821619e-06	3.263392e-08
5.406250e+01	1.833945e-06	3.267168e-08
5.409375e+01	1.858268e-06	3.270946e-08
5.412500e+01	1.867063e-06	3.274726e-08
5.415625e+01	1.871365e-06	3.278509e-08
5.418750e+01	1.886549e-06	3.282294e-08
5.421875e+01	1.916360e-06	3.286081e-08
5.425000e+01	1.939327e-06	3.289870e-08
5.428125e+01	1.965736e-06	3.293661e-08
5.431250e+01	1.985039e-06	3.297454e-08
5.434375e+01	1.986742e-06	3.301250e-08
5.437500e+01	1.969919e-06	3.305048e-08
5.440625e+01	1.978592e-06	3.308848e-08
5.443750e+01	1.993653e-06	3.312650e-08
5.446875e+01	2.039614e-06	3.316454e-08
5.450000e+01	2.303009e-06	3.320261e-08
5.453125e+01	2.119530e-06	3.324070e-08
5.456250e+01	2.095411e-06	3.327881e-08
5.459375e+01	2.090544e-06	3.331694e-08
5.462500e+01	2.097901e-06	3.335509e-08
5.465625e+01	2.104507e-06	3.339326e-08
5.468750e+01	2.113388e-06	3.343146e-08
5.471875e+01	2.147432e-06	3.346968e-08
5.475000e+01	2.212195e-06	3.350792e-08
5.478125e+01	2.182264e-06	3.354618e-08
5.481250e+01	2.162579e-06	3.358446e-08
5.484375e+01	2.181001e-06	3.362277e-08
5.487500e+01	2.189541e-06	3.366110e-08
5.490625e+01	2.199837e-06	3.369945e-08
5.493750e+01	2.214580e-06	3.373782e-08
5.496875e+01	2.221098e-06	3.377621e-08
5.500000e+01	5.302791e-06	3.381463e-08
5.503125e+01	2.229311e-06	3.385306e-08
5.506250e+01	2.241022e-06	3.389152e-08
5.509375e+01	2.253653e-06	3.393000e-08
5.512500e+01	2.271615e-06	3.396850e-08
5.515625e+01	2.294411e-06	3.400703e-08
5.518750e+01	2.308071e-06	3.404557e-08
5.521875e+01	2.321152e-06	3.408414e-08
5.525000e+01	2.338947e-06	3.412273e-08
5.528125e+01	2.353363e-06	3.416134e-08
5.531250e+01	2.361680e-06	3.419997e-08
5.534375e+01	2.350904e-06	3.423863e-08
5.537500e+01	2.342214e-06	3.427731e-08
5.540625e+01	2.351848e-06	3.431600e-08
5.543750e+01	2.360054e-06	3.435473e-08
5.546875e+01	2.382349e-06	3.439347e-08
5.550000e+01	2.639263e-06	3.443223e-08
5.553125e+01	2.504185e-06	3.447102e-08
5.556250e+01	2.582529e-06	3.450983e-08
5.559375e+01	2.459240e-06	3.454866e-08
5.562500e+01	2.437205e-06	3.458751e-08
5.565625e+01	2.434329e-06	3.462638e-08
5.568750e+01	2.446386e-06	3.466527e-08
5.571875e+01	2.457949e-06	3.470419e-08
5.575000e+01	2.468260e-06	3.474313e-08
5.578125e+01	2.479018e-06	3.478209e-08
5.581250e+01	2.493335e-06	3.482107e-08
5.584375e+01	2.499741e-06	3.486008e-08
5.587500e+01	2.513261e-06	3.489910e-08
5.590625e+01	2.540493e-06	3.493815e-08
5.593750e+01	2.558334e-06	3.497722e-08
5.596875e+01	2.590991e-06	3.501631e-08
5.600000e+01	6.314577e-06	3.505543e-08
5.603125e+01	2.624292e-06	3.509456e-08
5.606250e+01	2.610439e-06	3.513372e-08
5.609375e+01	2.609180e-06	3.517290e-08
